地區,大廈名單,name,lat,lng
油尖旺,仁安大廈B座,仁安大廈B座,22.3160115,114.1723139
油尖旺,仕德福酒店 (非住宅),仕德福酒店,22.3169907,114.1731435
油尖旺,余仁生中心 (非住宅),Eu Yan Sang 余仁生,22.2969701,114.17512
油尖旺,先施大廈 (非住宅),先施大廈,22.3198502,114.1706419
油尖旺,先施大廈,先施大廈,22.3198502,114.1706419
油尖旺,利發大樓,利發大樓,22.321791,114.168265
油尖旺,利興大廈 (非住宅),利興大樓,22.320228,114.1708071
油尖旺,創德樓,創德樓,22.303226,114.169556
油尖旺,南洋中心 百樂門宴會廳 (非住宅),百樂門宴會廳(尖東店),22.299837,114.178296
油尖旺,友和大樓,友和大樓,22.3209579,114.1709438
油尖旺,君怡酒店,君怡酒店,22.3005805,114.1737669
油尖旺,嘉文花園3座,嘉文花園3座,22.3055508,114.1729874
油尖旺,嘉業大廈 麥當勞 (非住宅),麥當勞香港,22.3221308,114.1684822
油尖旺,國強大厦,國強大廈,22.3149081,114.1683894
油尖旺,國强大廈,國強大廈,22.3149081,114.1683894
油尖旺,國際廣場 (非住宅),國際廣場,22.297025,114.1718959
油尖旺,圓方 (非住宅),圓方,22.3047692,114.1612911
油尖旺,大同新邨大公樓,大同新邨大公樓,22.321692,114.1617244
油尖旺,大同新邨大方樓,大同新邨大方樓,22.3212706,114.1616315
油尖旺,太子道西113號 西記粥店 (非住宅),西記粥店,22.323681,114.167586
油尖旺,奶路臣街1-1E號源發大廈,源發大廈,22.3180225,114.1666346
油尖旺,好安樓,好安樓,22.3035164,114.1728945
油尖旺,好望角大廈 倫敦大酒樓 (非住宅),倫敦大酒樓,22.3171611,114.1699917
油尖旺,威華大廈,威華大廈,22.3002217,114.1755418
油尖旺,安豪樓,安豪樓,22.323314,114.1695505
油尖旺,富多來新邨商場2期 (非住宅),富多來新邨,22.319709,114.163144
油尖旺,富榮花園15座,富榮花園二期15座,22.314245,114.165144
油尖旺,寶來大廈,寶來大廈,22.3047486,114.1724068
油尖旺,尖沙咀消防局職員宿舍,尖沙咀消防局,22.301266,114.16768
油尖旺,帝京酒店,Royal Plaza Hotel 帝京酒店,22.324062,114.173044
油尖旺,帝柏海灣5座,帝柏海灣5座,22.3175226,114.1628503
油尖旺,帝柏海灣第五座,柏景灣帝柏海灣1座,22.3170234,114.1615409
油尖旺,康宏廣場 (非住宅),康宏廣場,22.30161,114.1784641
油尖旺,廣東道565號 (非住宅),油麻地廣東道565號,22.3072775,114.1681953
油尖旺,廣東道847-865號 永發大廈,永發大廈,22.3142236,114.1680291
油尖旺,廣東道959-973號廣興大廈,廣興大廈,22.3164277,114.1675998
油尖旺,廣東道967號廣興大廈,旺角廣東道967號,22.3164991,114.167572
油尖旺,廣東道廣福大廈,廣福大廈,22.3168347,114.1675069
油尖旺,弼街38號利發大樓,利發大樓,22.321791,114.168265
油尖旺,彌敦道240-252號,立信大廈,22.3051706,114.1719424
油尖旺,彌敦道312號美明大廈,美明大廈,22.3060479,114.1718001
油尖旺,彌敦酒店 稻香 (非住宅),稻香 Pier 88,22.307631,114.171695
油尖旺,德利樓,德利樓,22.3062007,114.1702471
油尖旺,德田邨德敬樓 (非住宅),德田邨1座德敬樓,22.3109832,114.238053
油尖旺,恒成大廈 (非住宅),恆成大廈,22.3079267,114.1710062
油尖旺,文利大廈,文利大廈,22.2988518,114.1688711
油尖旺,文耀樓後座,二樓後座 Beyond Band房,22.3248041,114.1704708
油尖旺,文英街26-28號 新發茶餐廳 (非住宅),新發茶餐廳,22.307341,114.166172
油尖旺,新填地街616號,太子新填地街616號,22.323147,114.1669628
油尖旺,新旺樓 (非住宅),新旺樓,22.3213866,114.1709903
油尖旺,旺角政府合署 (非住宅),旺角政府合署,22.321378,114.1725951
油尖旺,旺角綜合大樓 (非住宅),旺角綜合大樓,22.318422,114.168205
油尖旺,旺角道8D號 (非住宅),旺角旺角道8號,22.320954,114.1678785
油尖旺,星光行 (非住宅),星光行,22.2944543,114.1687698
油尖旺,最佳盛品酒店尖沙咀,最佳盛品酒店尖沙咀,22.300236,114.175856
油尖旺,月圓大廈,月圓大廈,22.3201782,114.1667638
油尖旺,柯士甸道37號創德樓,德樓,22.3032318,114.1694993
油尖旺,柯士甸道好兆年行 (非住宅),好兆年行,22.3030887,114.1751935
油尖旺,梳士巴利道香港基督教青年會,香港基督教青年會,22.295347,114.1710035
油尖旺,梳士巴利道香港基督教青年會,香港基督教青年會,22.295347,114.1710035
油尖旺,油麻地救護站,油麻地救護站,22.3129482,114.1714846
油尖旺,海富苑海裕閣,海富苑E座海裕閣,22.3152067,114.164697
油尖旺,海港城港威商場 大家樂 (非住宅),大家樂,22.2993273,114.1675525
油尖旺,海溢閣 (非住宅),海溢閣,22.3128306,114.1677391
油尖旺,海溢閣,海溢閣,22.3128306,114.1677391
油尖旺,港威商場 cookedDeli by city'super (非住宅),cookedDeli by City’super,22.2984894,114.1684126
油尖旺,漢興大廈 (非住宅),漢興大廈,22.2977197,114.1712225
油尖旺,漾日居1座,漾日居1座,22.3045414,114.1626534
油尖旺,百安大廈B座,百安大廈B座,22.3038474,114.1725926
油尖旺,百通大樓,通菜街205號,22.323141,114.169637
油尖旺,立信大廈,立信大廈,22.3051706,114.1719424
油尖旺,美麗都大廈,美麗都大廈,22.2972567,114.1726391
油尖旺,花園街110號,旺角花園街110號,22.3201048,114.1711444
油尖旺,荔塘大廈B座,荔塘大廈B座,22.3239546,114.1656259
油尖旺,荔枝角道15-21號,荔枝角道15-21號,22.3222473,114.1682965
油尖旺,裕耀工廠大廈,裕耀工廠大廈,22.3207585,114.1660553
油尖旺,西貢街19號,油麻地西貢街19號,22.3069278,114.1722299
油尖旺,通菜街17號,通菜街17-35號,22.3172922,114.1708277
油尖旺,遠東大廈 (非住宅),RedMr紅人派對 - 旺角,22.318643,114.168958
油尖旺,金勳大廈,金勳大廈,22.308267,114.1711064
油尖旺,金巴利大廈,金巴利大廈,22.3021364,114.1753369
油尖旺,金巴利道53-54號 (非住宅),尖沙咀金巴利道53號,22.3009487,114.1744368
油尖旺,金馬倫道29A號 (非住宅),尖沙咀金馬倫道29a號,22.2994017,114.1746594
油尖旺,鑽石樓,鑽石樓,22.3243879,114.1678552
油尖旺,長榮大廈 元朗冰室 (非住宅),元朗冰室,22.3237393,114.167931
油尖旺,雅蘭中心 稻香 (非住宅),稻香,22.3177989,114.1695014
油尖旺,雅蘭中心一期 (非住宅),黃舜雯醫生 - 雅蘭中心,22.317912,114.169191
油尖旺,雲峰樓,雲峰樓,22.3233087,114.165642
油尖旺,餘慶大廈,餘慶大廈,22.3050598,114.1702936
油尖旺,香港喜來登酒店,香港喜來登酒店,22.2952629,114.1726015
油尖旺,香港朗廷酒店 (非住宅),The Langham, Hong Kong,22.2963977,114.1697461
油尖旺,香港海景絲麗酒店,香港海景絲麗酒店,22.3102695,114.1700399
油尖旺,香港瑰麗酒店,香港瑰麗酒店,22.2949764,114.1758105
油尖旺,香港童軍總會 富臨皇宮 (非住宅),富臨皇宮,22.3029119,114.1692044
油尖旺,龍堡國際,龍堡國際,22.3025414,114.1693385
深水埗,丰匯1座,豐滙1座,22.328953,114.159651
深水埗,偉業樓,偉業樓,22.329123,114.164734
深水埗,元安大廈,元安大廈,22.3344973,114.1607026
深水埗,元州街174-188號鴻裕大廈,鴻裕大廈B座,22.335342,114.160243
深水埗,元州街鴻裕大廈,鴻裕大廈,22.3351446,114.1601917
深水埗,北河街34號,深水埗北河街34號,22.3277938,114.1604391
深水埗,南昌街199號 鑽石樓,鑽石樓第11期（南昌街）,22.331294,114.164898
深水埗,南昌街199號,元洲南昌街199號,22.33134,114.164842
深水埗,南昌邨昌謙樓,南昌邨3座昌謙樓,22.3267581,114.1576604
深水埗,南邦大廈 (非住宅),南邦大廈,22.3291781,114.1636055
深水埗,南邦樓,南邦樓,22.328975,114.160754
深水埗,又一居29座,又一居26座,22.333616,114.172782
深水埗,喜漾2座,喜漾,22.3389004,114.154518
深水埗,喜雅1座,喜雅,22.3369975,114.1603311
深水埗,喜雅一座,喜雅,22.3369975,114.1603311
深水埗,嘉利閣,嘉利閣,22.3298654,114.1600756
深水埗,基隆街254號,深水埗基隆街254號,22.329344,114.161542
深水埗,大南街190號,塘尾大南街190號,22.327186,114.163532
深水埗,大南街345號 (非住宅),深水埗大南街345號,22.329561,114.159969
深水埗,大埔道43號,塘尾大埔道43號,22.3301954,114.1659644
深水埗,大埔道77號,大埔道77號,22.3322203,114.1641512
深水埗,富昌商場 麥當勞 (非住宅),麥當勞,22.3271194,114.1551469
深水埗,富昌邨富旺樓,富昌邨富旺樓,22.3289815,114.1547575
深水埗,寶熙苑富熙閣,寶熙苑商場,22.3372222,114.1594444
深水埗,寶麗苑寶康閣,林錦華註冊中醫,22.33813,114.158153
深水埗,巴域居,巴域居,22.332338,114.164892
深水埗,德富大廈,德富大廈,22.328787,114.159022
深水埗,怡閣苑怡康閣,怡閣苑怡康閣,22.3326502,114.1587287
深水埗,恒寧閣 (非住宅),恆寧閣,22.337083,114.158855
深水埗,時尚華庭 (非住宅),時尚華庭,22.3292551,114.1568941
深水埗,東廬大樓,東廬大樓B座,22.330639,114.1661758
深水埗,東廬大樓A座,東廬大樓B座,22.330639,114.1661758
深水埗,榮昌邨榮俊樓,榮昌邨榮俊樓,22.3290203,114.1557561
深水埗,汝洲街276號 肥仔記 (非住宅),肥仔記點心,22.330635,114.160833
深水埗,海麗邨海慧樓,海麗邨,22.3323083,114.146444
深水埗,海麗邨海智樓,海麗邨,22.3323083,114.146444
深水埗,澤安邨榮澤樓,可澤耆英鄰舍中心,22.340551,114.163792
深水埗,營盤街128號元安大廈,元安大廈,22.3344973,114.1607026
深水埗,營盤街130號 元安大廈,元安大廈,22.334665,114.1606242
深水埗,白田邨13座,白田邨,22.3351567,114.1673695
深水埗,石硤尾邨24座,石硤尾邨24座,22.333149,114.1653336
深水埗,石硤尾邨美亮樓,石硤尾邨美亮樓,22.33244,114.16768
深水埗,石硤尾邨美映樓,美映樓,22.334109,114.1680943
深水埗,石硤尾邨美笙樓,石硤尾邨美笙樓,22.3336487,114.1661008
深水埗,福僑大樓 (非住宅),富昌邨,22.3285042,114.1546509
深水埗,美孚新邨1期23座,美孚新邨六期,22.339346,114.140029
深水埗,美孚新邨5期,美孚新邨,22.3358773,114.1411797
深水埗,美孚新邨6期,美孚新邨六期,22.339346,114.140029
深水埗,美孚新邨第6期,美孚新邨六期,22.339346,114.140029
深水埗,美葵樓 百份百餐廳 (非住宅),百份百餐廳,22.3205167,114.1632339
深水埗,興隆大廈,興隆大廈,22.3302818,114.1598811
深水埗,荔枝角道338號,荔枝閣,22.3288839,114.1604936
深水埗,荔枝閣,荔枝閣,22.3288839,114.1604936
深水埗,華興大廈,華興大樓,22.3287844,114.1586358
深水埗,蘇屋商場 (非住宅),蘇屋,22.3410352,114.1565689
深水埗,蘇屋邨百合樓,蘇屋邨茶花樓,22.341106,114.158186
深水埗,蘇屋邨荷花樓,蘇屋邨茶花樓,22.341106,114.158186
深水埗,西九龍中心 美心西餅 (非住宅),美心西餅,22.3309783,114.1600762
深水埗,西九龍法院大樓B座 (非住宅),西九龍法院大樓,22.3312583,114.1530395
深水埗,長沙灣天主教英文中學 (非住宅),長沙灣天主教英文中學,22.3387341,114.1536456
深水埗,青山道141號,青山道141號,22.3346096,114.1609581
深水埗,順景閣,順景閣,22.334948,114.1616
深水埗,香港紗廠工業大廈1及2期 將軍堡 (非住宅),將軍堡,22.3377241,114.1486103
深水埗,麗安邨麗正樓,麗安邨4座麗正樓,22.331466,114.159095
深水埗,麗翠苑麗柏閣,麗翠苑 Lai Tsui Court,22.3335277,114.1547903
深水埗,麗翠苑麗森閣,麗翠苑 Lai Tsui Court,22.3335277,114.1547903
深水埗,麗翠苑麗榕閣,麗翠苑 Lai Tsui Court,22.3335277,114.1547903
深水埗,麗閣邨麗芙樓,麗閣邨麗芙樓,22.3322473,114.1583803
深水埗,麗閣邨麗菊樓,麗閣邨麗菊樓,22.3314632,114.157823
深水埗,黃金商場 潮福蒸氣火鍋 (非住宅),潮福蒸氣火鍋,22.3323896,114.1618615
灣仔,中國海外大廈 (非住宅),灣仔中國海外大廈,22.2778337,114.1727784
灣仔,保良局金銀業貿易場張凝文學校 (非住宅),保良局金銀業貿易場張凝文學校,22.2752595,114.1851092
灣仔,光明臺1座,光明臺1座,22.2775651,114.1927491
灣仔,冠景樓,冠景樓,22.2787262,114.1809526
灣仔,嘉景臺,嘉景台,22.2747331,114.1945371
灣仔,堅尼地道88號A座,A座,22.2725414,114.1728521
灣仔,寶明大廈,寶明大廈,22.2784909,114.1835534
灣仔,崇光(香港崇光百貨) (非住宅),崇光百貨銅鑼灣店,22.2804272,114.1843032
灣仔,康樂商業大廈 (非住宅),康樂商業大廈,22.277359,114.1779981
灣仔,德華大廈,德華大廈,22.2778546,114.1772138
灣仔,成功樓 滾得棧 (非住宅),滾得棧（天后店）,22.284445,114.191765
灣仔,新鴻基中心 (非住宅),新鴻基中心,22.2803654,114.1769119
灣仔,明豐大廈 大快活 (非住宅),大快活,22.2769765,114.1761456
灣仔,東角中心 (非住宅),東角中心,22.2802873,114.1841238
灣仔,樂滿大廈,樂滿大廈,22.2768205,114.1686912
灣仔,波斯富大廈,波斯富大廈,22.2787498,114.1830324
灣仔,灣仔帝盛酒店,香港灣仔帝盛酒店,22.274559,114.178936
灣仔,灣仔政府大樓 (非住宅),灣仔政府大樓,22.280301,114.172517
灣仔,玉滿樓 (非住宅),玉滿樓,22.2775699,114.1750077
灣仔,百旺都中心,百旺都中心,22.2755622,114.1717682
灣仔,皇悅酒店,港島皇悅酒店,22.2778068,114.1701009
灣仔,禮加大樓,禮加大樓,22.2773865,114.1868276
灣仔,箕璉坊 32 號,Green Lane Hall - Quarters,22.2633737,114.1876404
灣仔,箕璉坊32號,Green Lane Hall - Quarters,22.2633737,114.1876404
灣仔,維寶商業大廈 (非住宅),維寶商業大廈,22.2803268,114.1834167
灣仔,縉景台 (非住宅),縉景台,22.2865203,114.19221
灣仔,聯利大廈,聯利大廈,22.2761846,114.1705839
灣仔,萬麗海景酒店,香港萬麗海景酒店,22.281513,114.173782
灣仔,譚臣道112號勝意大廈,約瑟校服・制服 - 灣仔,22.2771944,114.1751602
灣仔,軒尼詩大廈,軒尼詩大廈,22.2798467,114.1830819
灣仔,軒尼詩道軒尼詩大廈,軒尼詩大廈,22.2798467,114.1830819
灣仔,金都洋樓,金都洋樓停車場,22.2864914,114.1907012
灣仔,銅鑼灣街市 (非住宅),銅鑼灣,22.2859787,114.1914919
灣仔,香港銅鑼灣皇冠假日酒店,Crowne Plaza Hong Kong Causeway Bay,22.2769914,114.1826942
荃灣,安富大廈,安富大廈,22.3727375,114.1154853
荃灣,富榮大廈 (非住宅),富榮大廈,22.3725446,114.1157408
荃灣,悅來酒店,悅來酒店,22.368988,114.120796
荃灣,愉景新城8座,愉景新城8座,22.3764007,114.1123035
荃灣,楊屋道市政大廈 (非住宅),楊屋道市政大廈,22.36906,114.114597
荃灣,樂悠居,樂悠居,22.366371,114.1181331
荃灣,海濱花園海明閣,海濱花園11座海明閣,22.361345,114.112984
荃灣,海濱花園海豐閣,海濱花園海豐閣,22.361249,114.113615
荃灣,海濱花園海霞閣,海濱花園海霞閣,22.361763,114.112789
荃灣,海韻花園,海韻花園,22.368432,114.061637
荃灣,海韻花園3座,海韻花園3座,22.3684727,114.061646
荃灣,爵悅庭,爵悅庭,22.3667885,114.1164626
荃灣,石圍角邨石蓮樓,石圍角邨石蓮樓,22.3752442,114.1228244
荃灣,祈德尊新邨A座,祈德尊新邨,22.3703158,114.1102987
荃灣,荃威花園E座,荃威花園E座,22.3787494,114.1045925
荃灣,荃景圍胡忠游泳池 (非住宅),荃景圍胡忠游泳池,22.377972,114.1042674
荃灣,荃灣千色匯 稻香．茶居 (非住宅),荃灣千色匯,22.3706219,114.1177482
荃灣,荃灣帝盛酒店,帝盛酒店,22.3706522,114.1294527
荃灣,萬景峯1座 (非住宅),萬景峯,22.3706748,114.1141282
荃灣,象山邨秀山樓,象山邨秀山樓,22.378753,114.13157
荃灣,香港港安醫院 (非住宅),荃灣港安醫院,22.3764929,114.1041048
荃灣,香港港安醫院 - 荃灣 (非住宅),荃灣港安醫院,22.3764929,114.1041048
荃灣,香車街街市 (非住宅),香車街街市及熟食中心,22.3732905,114.1115602
荃灣,鹹田村43號,河背村43號,22.371549,114.127408
荃灣,鹹田街43號,荃灣鹹田街43號,22.36912,114.117615
荃灣,麗城花園2期1座,致誠室內設計,22.371662,114.101492
葵青,IPLACE,iPlace,22.3601536,114.1349241
葵青,中國招商局物流中心 (非住宅),中國招商局物流中心China merchants logistics centre,22.3338247,114.1112788
葵青,新都會廣場 潮庭 (非住宅),潮庭,22.3576545,114.126624
葵青,梨木道葵寶大廈,葵寶大廈,22.3707482,114.1380778
葵青,盈翠半島12座,盈翠半島,22.3586612,114.107512
葵青,盈翠半島1期3A座,盈翠半島,22.3586612,114.107512
葵青,石籬一邨石俊樓高座,香港遊樂場協會賽馬會上葵涌青少年綜合服務中心,22.3630375,114.1378083
葵青,石籬二邨石富樓,石籬(二)邨石富樓,22.3674574,114.140266
葵青,石籬二邨石欣樓,石籬(二)邨石欣樓,22.3675,114.1411021
葵青,石籬二邨石祥樓,石籬(二)邨石祥樓,22.3679221,114.1406376
葵青,石籬商場(第2期) (非住宅),石籬(二)邨商場,22.3655683,114.1389353
葵青,石蔭東邨蔭裕樓,石蔭東邨1座蔭裕樓,22.373302,114.1391512
葵青,綠悠雅苑第2座,綠悠雅苑第2座,22.3528756,114.1042442
葵青,美景花園10座,美景花園10座,22.3439617,114.1065667
葵青,荃灣帝盛酒店,帝盛酒店,22.3706522,114.1294527
葵青,荔景紀律部隊宿舍 (非住宅),荔景紀律部隊宿舍,22.3482156,114.1315599
葵青,荔景紀律部隊宿舍三座,荔景紀律部隊宿舍3座,22.3487023,114.1314408
葵青,荔景邨樂景樓,荔景邨樂景樓,22.3461929,114.1263314
葵青,葵寶大廈,葵寶大廈,22.3707482,114.1380778
葵青,葵昌路18-24號 (非住宅),美順工業大廈,22.3652057,114.1332523
葵青,葵涌大廈A座,金龍工業中心第三座,22.357983,114.130888
葵青,葵涌邨合葵樓,葵涌邨合葵樓,22.3681764,114.1312849
葵青,葵盛東邨盛逸樓,葵盛東邨盛逸樓,22.3649148,114.1270746
葵青,葵盛西邨10座,葵盛西邨10座,22.3600062,114.1228012
葵青,葵聯邨聯逸樓,葵聯邨聯逸樓,22.3617654,114.1258901
葵青,葵芳邨葵仁樓,葵芳邨5座葵仁樓,22.3586339,114.1281894
葵青,葵芳邨葵喜樓,葵芳邨葵喜樓,22.3593896,114.1283752
葵青,葵芳閣2座,葵芳閣2座,22.3553812,114.1284913
葵青,葵馥苑安葵閣,葵馥苑安葵閣,22.3677503,114.1294203
葵青,葵馥苑樂葵樓,葵馥苑樂葵閣,22.3672706,114.1294203
葵青,葵馥苑樂葵閣,葵馥苑樂葵閣,22.3672706,114.1294203
葵青,象山邨秀山樓,象山邨秀山樓,22.378753,114.13157
葵青,長亨邨亨俊樓,長亨邨6座亨俊樓,22.3576894,114.0981822
葵青,長亨邨亨緻樓,長亨邨4座亨緻樓,22.3566275,114.0988325
葵青,長亨邨亨翠樓,長亨邨1座亨翠樓,22.3533132,114.0982751
葵青,長亨邨亨麗樓,長亨邨2座亨麗樓,22.3541417,114.0985538
葵青,長亨邨商場 (非住宅),長亨商場,22.354612,114.097692
葵青,長安邨安江樓,長安邨3座安江樓,22.3609433,114.1013409
葵青,長安邨安海樓,長安邨1座安海樓,22.361683,114.100401
葵青,長安邨安濤樓 (非住宅),長安邨安濤樓互助委員會,22.361354,114.102226
葵青,長宏邨宏善樓,長宏邨宏善樓,22.3563253,114.0952092
葵青,長康邨康和樓 (非住宅),長康邨,22.350027,114.105611
葵青,長發廣場 (非住宅),優品360,22.362497,114.1028364
葵青,長發邨亮發樓,長發邨3座亮發樓,22.3631073,114.1036635
葵青,長發邨敬發樓,長發邨1座敬發樓,22.3619274,114.1040482
葵青,長青邨青松樓,青松樓,22.3478214,114.1083882
葵青,長青邨青柏樓,長青邨青柏樓,22.3484152,114.1093074
葵青,青宏苑宏裕閣,青宏苑宏裕閣,22.3621069,114.1046158
葵青,青怡薈 (非住宅),青怡廣場,22.353687,114.105033
葵青,青泰苑通泰閣,青泰苑通泰閣,22.3633302,114.1005034
葵青,青衣城 丼丼屋 (非住宅),丼丼屋,22.3582411,114.1071474
葵青,青衣城1期 (非住宅),青衣城1期,22.3584265,114.1081419
葵青,麗瑤邨富瑤樓,麗瑤邨富瑤樓,22.3542309,114.1302563
西貢,上洋,上洋村,22.3096256,114.2852884
西貢,健明邨明日樓,健明邨明日樓,22.3076559,114.2506126
西貢,北港村,北港,22.379476,114.258182
西貢,南豐廣場1座,南豐廣場1座,22.314343,114.2634288
西貢,厚德邨德志樓,厚德邨德志樓,22.3180295,114.2649147
西貢,善明邨善智樓,善明邨善智樓,22.3037201,114.2501482
西貢,天晉2期2B座,天晉2期,22.3062586,114.2609203
西貢,天晉匯 東南加 (非住宅),天晉3A期,22.3055989,114.2594818
西貢,富寧花園 6 座,富寧花園6座,22.3193901,114.2673293
西貢,富寧花園4座,富寧花園4座,22.3189013,114.2684901
西貢,富寧花園6座,富寧花園6座,22.3193901,114.2673293
西貢,寶明苑寶柏閣,寶明苑寶柏閣,22.3118409,114.2577637
西貢,寶林商場 (非住宅),寶林商場,22.3250831,114.2561675
西貢,寶林邨寶德樓,寶德樓,22.3265154,114.2554599
西貢,寶琳邨寶寧樓 (非住宅),基督教懷智服務處寶林中心及宿舍,22.3257928,114.2547429
西貢,將軍澳中心5座,將軍澳中心5座,22.3079912,114.2558893
西貢,將軍澳廣場2座,將軍澳廣場2座,22.3094024,114.2625697
西貢,將軍澳村,將軍澳村,22.3270387,114.249999
西貢,對面海村,對面海邨,22.3784517,114.2688122
西貢,對面海邨海寧樓,對面海邨海寧樓,22.3749877,114.27051
西貢,尚德邨尚義樓,尚德邨尚義樓,22.3112024,114.2573922
西貢,峻瀅一期3座,The Beaumount 峻瀅,22.2978681,114.2750363
西貢,康城站 (非住宅),康城站,22.2963175,114.2696132
西貢,廣明苑廣昌閣,廣明苑廣昌閣,22.3119679,114.259714
西貢,廣明苑廣賢閣,廣明苑廣賢閣,22.3126095,114.2584138
西貢,彩明苑彩富閣,彩明苑彩富閣,22.307891,114.252748
西貢,彩明苑彩柳閣,彩明苑彩柳閣,22.3084729,114.2546757
西貢,彩明苑彩榮閣,彩明苑彩榮閣,22.3069683,114.2533058
西貢,怡心園1座,怡心園1座,22.3224244,114.2531201
西貢,日出康城2B期領峯6座,日出康城,22.2948541,114.2729928
西貢,日出康城3期緻藍天5座,日出康城三期緻藍天五座晶巒,22.2972911,114.2704551
西貢,日出康城第2A期5座,日出康城一期首都6座右翼威士拿,22.2972619,114.2713711
西貢,日出康城第8期 (非住宅),日出康城,22.2948541,114.2729928
西貢,日出康城緻藍天1座,緻藍天1座,22.2966399,114.2695581
西貢,日出康城領都6座,日出康城一期首都6座右翼威士拿,22.2972619,114.2713711
西貢,日出康城首都1期5座,日出康城一期首都6座右翼威士拿,22.2972619,114.2713711
西貢,旭輝臺2座,旭輝臺2座,22.3234671,114.2547918
西貢,明德邨明覺樓,明覺樓,22.316074,114.26893
西貢,明德邨明道樓,明道樓 (1 座),22.3164521,114.2693724
西貢,景林邨景桃樓,景林邨6座景桃樓,22.3209731,114.2600854
西貢,曉嵐閣6座,曉嵐閣6座,22.3366384,114.2397231
西貢,李達三葉耀珍伉儷李本俊會議大樓 (非住宅),李達三葉耀珍伉儷李本俊會議大樓,22.3321772,114.2664603
西貢,東港城 壹匯中菜廳 (非住宅),壹匯中菜廳,22.3160291,114.2659952
西貢,海傍街27號 富雅海鮮酒家 (非住宅),富雅海鮮,22.3793303,114.271879
西貢,清水灣半島8座,清水灣半島二期8座,22.3063335,114.2666792
西貢,璟瓏軒,璟瓏軒,22.392377,114.272859
西貢,相思灣53號,清水灣相思灣路,22.3026544,114.2905856
西貢,相思灣村53號,清水灣相思灣路,22.3026544,114.2905856
西貢,翠林新城 喜悅皇宮 (非住宅),喜悅皇宮,22.3226894,114.248982
西貢,翠林邨彩林樓,翠林邨彩林樓,22.323989,114.2476406
西貢,翠林邨欣林樓,翠林邨欣林樓,22.3233631,114.2482907
西貢,茵怡花園4座,茵怡花園4座,22.3228262,114.2555376
西貢,裕明苑裕昌閣,裕明苑B座裕昌閣,22.3184179,114.2668649
西貢,西貢動物醫院 (非住宅),西貢動物醫院,22.3816024,114.2718425
西貢,西貢鄧肇堅運動場 (非住宅),西貢鄧肇堅運動場,22.3832589,114.2729737
西貢,都會駅5座,都會駅5座,22.3039933,114.251727
西貢,頌明苑冠明閣,頌明苑E座冠明閣,22.317222,114.263755
西貢,頌明苑嘉明閣,頌明苑A座嘉明閣,22.3186615,114.2629876
西貢,頌明苑賢明閣,頌明苑C座賢明閣,22.3177974,114.2629412
西貢,香港九龍東智選假日酒店,香港九龍東智選假日酒店,22.308125,114.2596038
西貢,馬游塘,馬游塘,22.321765,114.244353
西貢,馬游塘村,馬游塘,22.321765,114.244353
觀塘,Gravity (非住宅),Gravity 萬有引力,22.3088208,114.2259519
觀塘,Megabox Ruby Tuesday (非住宅),Ruby Tuesday,22.3196279,114.2084863
觀塘,創紀之城一期渣打中心 (非住宅),渣打中心,22.313542,114.221563
觀塘,匯景廣場 (非住宅),滙景廣場,22.3070624,114.2336121
觀塘,匯景花園2座,匯景花園2座,22.3080523,114.2333611
觀塘,協和大廈 (非住宅),協和大廈,22.3165064,114.2262045
觀塘,啓業邨啓盛樓,啟盛樓,22.3296547,114.2089233
觀塘,啟業邨啟樂樓,啟業邨啟樂樓,22.3284564,114.2094681
觀塘,啟業邨啟盛樓,啟盛樓,22.3296547,114.2089233
觀塘,啟業邨啟祥樓,啟祥樓,22.330015,114.209371
觀塘,啟業邨啟裕樓,啟業邨啟裕樓,22.3290116,114.2102203
觀塘,啟業邨啟賢樓 (非住宅),啟業邨啟賢樓,22.3290676,114.2089108
觀塘,坪石邨 麥當勞 (非住宅),麥當勞香港,22.31902,114.2319671
觀塘,坪石邨商場 富港酒家 (非住宅),富港酒家,22.291811,114.206049
觀塘,坪石邨玉石樓 彬記粥麵美食 (非住宅),坪石邨,22.3333511,114.2090864
觀塘,坪石邨翠石樓,坪石邨,22.3333511,114.2090864
觀塘,坪石邨藍石樓,坪石邨藍石樓,22.3329283,114.2097714
觀塘,坪石邨街市 (非住宅),坪石邨,22.3333511,114.2090864
觀塘,坪石邨金石樓,坪石邨金石樓,22.3333338,114.2101965
觀塘,坪石邨黃石樓,坪石邨黃石樓,22.3323889,114.2090843
觀塘,大本營 薩莉亞餐廳 (非住宅),薩莉亞,22.3060743,114.237135
觀塘,安泰大樓,安泰大樓,22.3168692,114.2164573
觀塘,安泰邨和泰樓,和泰樓,22.3281394,114.228184
觀塘,安泰邨智泰樓,智泰樓,22.3287546,114.2291481
觀塘,安達邨善達樓,安達邨善達樓,22.3199143,114.2353812
觀塘,安達邨愛達樓,安達邨愛達樓,22.3219083,114.233245
觀塘,安達邨謙達樓,安達邨謙達樓,22.3203766,114.2368672
觀塘,寶珮苑寶瑤閣,寶珮苑E座寶瑤閣,22.3174766,114.2272313
觀塘,寶珮苑寶瑤閤,寶珮苑E座寶瑤閣,22.3174766,114.2272313
觀塘,寶珮苑寶翠閣,寶珮苑,22.3173644,114.2287189
觀塘,寶達商埸 (非住宅),寶達商場,22.3176434,114.2363253
觀塘,寶達邨達佳樓,寶達邨C座達佳樓,22.3166266,114.2379817
